FID	IID	ENSG00000129351.13	ENSG00000151952.10	ENSG00000240498.2	ENSG00000267100.1
casefamid0	caseindv0	0.0	-0.00823550057474	0.0	0.00333741416789
casefamid1	caseindv1	0.0	-0.0141370247839	0.0	0.00333741416789
casefamid2	caseindv2	0.0	-0.0141370247839	0.0	0.00333741416789
casefamid3	caseindv3	0.0	-0.00823550057474	0.0	0.00333741416789
casefamid4	caseindv4	0.0	-0.0237358669446	0.0	0.00333741416789
casefamid5	caseindv5	0.0	0.05328803382	0.0	0.00166870708395
casefamid6	caseindv6	0.0	0.0432687593235	0.0	0.00333741416789
casefamid7	caseindv7	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid8	caseindv8	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid9	caseindv9	0.0	-0.0118679334723	0.0	0.00166870708395
casefamid10	caseindv10	0.0	0.0833255180853	0.0	0.00166870708395
casefamid11	caseindv11	0.0	0.0551366927958	0.0	0.00166870708395
casefamid12	caseindv12	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid13	caseindv13	0.0	-0.0118679334723	0.0	0.00333741416789
casefamid14	caseindv14	0.0	0.0414201003477	0.0	0.00166870708395
casefamid15	caseindv15	0.0	0.0414201003477	0.0	0.00166870708395
casefamid16	caseindv16	0.0	0.0414201003477	0.0	0.00333741416789
casefamid17	caseindv17	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid18	caseindv18	0.0	0.0259197339779	0.0	0.00333741416789
casefamid19	caseindv19	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid20	caseindv20	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid21	caseindv21	0.0	0.0551366927958	0.0	0.00166870708395
casefamid22	caseindv22	0.0	0.00548109187332	0.0	0.00166870708395
casefamid23	caseindv23	0.0	0.0336699171628	0.0	0.00166870708395
casefamid24	caseindv24	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid25	caseindv25	0.0	0.0355185761386	0.0	0.00166870708395
casefamid26	caseindv26	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid27	caseindv27	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid28	caseindv28	0.0	0.0414201003477	0.0	0.00166870708395
casefamid29	caseindv29	0.0	-0.0118679334723	0.0	0.00166870708395
casefamid30	caseindv30	0.0	0.0414201003477	0.0	0.00166870708395
casefamid31	caseindv31	0.0	0.0432687593235	0.0	0.00333741416789
casefamid32	caseindv32	0.0	0.0132312750582	0.0	0.00166870708395
casefamid33	caseindv33	0.0	0.0628868759807	0.0	0.0
casefamid34	caseindv34	0.0	0.092924360246	0.0	0.00333741416789
casefamid35	caseindv35	0.0	0.0647355349565	0.0	0.00333741416789
casefamid36	caseindv36	0.0	0.100674543431	0.0	0.00333741416789
casefamid37	caseindv37	0.0	0.00136334158595	0.0	0.00166870708395
casefamid38	caseindv38	0.0	0.0833255180853	0.0	0.00166870708395
casefamid39	caseindv39	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid40	caseindv40	0.0	0.0132312750582	0.0	0.00166870708395
casefamid41	caseindv41	0.0	-0.0141370247839	0.0	0.0
casefamid42	caseindv42	0.0	0.102523202407	0.0	0.00166870708395
casefamid43	caseindv43	0.0	0.0606177846691	0.0	0.00333741416789
casefamid44	caseindv44	0.0	0.0910757012702	0.0	0.00166870708395
casefamid45	caseindv45	0.0	0.0910757012702	0.0	0.00333741416789
casefamid46	caseindv46	0.0	0.0833255180853	0.0	0.00166870708395
casefamid47	caseindv47	0.0	-0.00823550057474	0.0	0.00333741416789
casefamid48	caseindv48	0.0	0.0510189425084	0.0	0.00166870708395
casefamid49	caseindv49	0.0	0.0336699171628	0.0	0.00166870708395
casefamid50	caseindv50	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid51	caseindv51	0.0	0.0510189425084	0.0	0.00333741416789
casefamid52	caseindv52	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid53	caseindv53	0.0	0.0259197339779	0.0	0.00166870708395
casefamid54	caseindv54	0.0	0.0510189425084	0.0	0.0
casefamid55	caseindv55	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid56	caseindv56	0.0	-0.0159856837597	0.0	0.0
casefamid57	caseindv57	0.0	0.0414201003477	0.0	0.00166870708395
casefamid58	caseindv58	0.0	-0.0237358669446	0.0	0.00333741416789
casefamid59	caseindv59	0.0	0.0228301172189	0.0	0.0
casefamid60	caseindv60	0.0	0.0647355349565	0.0	0.00166870708395
casefamid61	caseindv61	0.0	0.0510189425084	0.0	0.00333741416789
casefamid62	caseindv62	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid63	caseindv63	0.0	0.05328803382	0.0	0.00166870708395
casefamid64	caseindv64	0.0	0.0414201003477	0.0	0.00333741416789
casefamid65	caseindv65	0.0	0.00321200056172	0.0	0.00166870708395
casefamid66	caseindv66	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid67	caseindv67	0.0	0.0109621837466	0.0	0.00333741416789
casefamid68	caseindv68	0.0	0.0432687593235	0.0	0.00166870708395
casefamid69	caseindv69	0.0	-0.0237358669446	0.0	0.00333741416789
casefamid70	caseindv70	0.0	-0.00411775028737	0.0	0.00166870708395
casefamid71	caseindv71	0.0	-0.00823550057474	0.0	0.0
casefamid72	caseindv72	0.0	0.00363243289754	0.0	0.00333741416789
casefamid73	caseindv73	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid74	caseindv74	0.0	0.0132312750582	0.0	0.00333741416789
casefamid75	caseindv75	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid76	caseindv76	0.0	0.0528676014842	0.0	0.00333741416789
casefamid77	caseindv77	0.0	0.015079934034	0.0	0.00333741416789
casefamid78	caseindv78	0.0	0.0355185761386	0.0	0.00166870708395
casefamid79	caseindv79	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid80	caseindv80	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid81	caseindv81	0.0	0.0336699171628	0.0	0.00166870708395
casefamid82	caseindv82	0.0	0.0414201003477	0.0	0.00166870708395
casefamid83	caseindv83	0.0	0.0432687593235	0.0	0.00166870708395
casefamid84	caseindv84	0.0	0.0910757012702	0.0	0.00166870708395
casefamid85	caseindv85	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid86	caseindv86	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid87	caseindv87	0.0	0.00136334158595	0.0	0.00333741416789
casefamid88	caseindv88	0.0	0.00321200056172	0.0	0.00333741416789
casefamid89	caseindv89	0.0	0.00775018318491	0.0	0.00333741416789
casefamid90	caseindv90	0.0	0.0414201003477	0.0	0.00333741416789
casefamid91	caseindv91	0.0	0.00136334158595	0.0	0.00333741416789
casefamid92	caseindv92	0.0	0.0510189425084	0.0	0.00333741416789
casefamid93	caseindv93	0.0	0.0259197339779	0.0	0.00166870708395
casefamid94	caseindv94	0.0	0.0228301172189	0.0	0.0
casefamid95	caseindv95	0.0	0.00363243289754	0.0	0.00166870708395
casefamid96	caseindv96	0.0	0.0833255180853	0.0	0.00166870708395
casefamid97	caseindv97	0.0	0.0851741770611	0.0	0.00166870708395
casefamid98	caseindv98	0.0	0.0259197339779	0.0	0.00166870708395
casefamid99	caseindv99	0.0	0.0510189425084	0.0	0.00333741416789
casefamid100	caseindv100	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid101	caseindv101	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid102	caseindv102	0.0	0.0510189425084	0.0	0.00166870708395
casefamid103	caseindv103	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid104	caseindv104	0.0	0.0432687593235	0.0	0.00333741416789
casefamid105	caseindv105	0.0	0.00136334158595	0.0	0.00333741416789
casefamid106	caseindv106	0.0	0.0336699171628	0.0	0.00333741416789
casefamid107	caseindv107	0.0	0.0432687593235	0.0	0.00166870708395
casefamid108	caseindv108	0.0	0.0628868759807	0.0	0.00166870708395
casefamid109	caseindv109	0.0	0.0336699171628	0.0	0.00166870708395
casefamid110	caseindv110	0.0	0.0414201003477	0.0	0.00166870708395
casefamid111	caseindv111	0.0	-0.00823550057474	0.0	0.00333741416789
casefamid112	caseindv112	0.0	0.00363243289754	0.0	0.0
casefamid113	caseindv113	0.0	0.0432687593235	0.0	0.00333741416789
casefamid114	caseindv114	0.0	0.00136334158595	0.0	0.00333741416789
casefamid115	caseindv115	0.0	0.0414201003477	0.0	0.00333741416789
casefamid116	caseindv116	0.0	-0.00411775028737	0.0	0.00166870708395
casefamid117	caseindv117	0.0	0.0414201003477	0.0	0.00333741416789
casefamid118	caseindv118	0.0	0.0432687593235	0.0	0.00333741416789
casefamid119	caseindv119	0.0	-0.0141370247839	0.0	0.00166870708395
casefamid120	caseindv120	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid121	caseindv121	0.0	0.0606177846691	0.0	0.00166870708395
casefamid122	caseindv122	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid123	caseindv123	0.0	0.00136334158595	0.0	0.00333741416789
casefamid124	caseindv124	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid125	caseindv125	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid126	caseindv126	0.0	-0.00411775028737	0.0	0.00166870708395
casefamid127	caseindv127	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid128	caseindv128	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid129	caseindv129	0.0	0.00321200056172	0.0	0.00166870708395
casefamid130	caseindv130	0.0	0.0414201003477	0.0	0.00166870708395
casefamid131	caseindv131	0.0	0.0414201003477	0.0	0.00333741416789
casefamid132	caseindv132	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid133	caseindv133	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid134	caseindv134	0.0	0.0432687593235	0.0	0.00333741416789
casefamid135	caseindv135	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid136	caseindv136	0.0	-0.0237358669446	0.0	0.00166870708395
casefamid137	caseindv137	0.0	0.00136334158595	0.0	0.00333741416789
casefamid138	caseindv138	0.0	0.0336699171628	0.0	0.00189954309171
casefamid139	caseindv139	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid140	caseindv140	0.0	0.0109621837466	0.0	0.00166870708395
casefamid141	caseindv141	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid142	caseindv142	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid143	caseindv143	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid144	caseindv144	0.0	0.05328803382	0.0	0.00166870708395
casefamid145	caseindv145	0.0	-0.0159856837597	0.0	0.0
casefamid146	caseindv146	0.0	0.0414201003477	0.0	0.00166870708395
casefamid147	caseindv147	0.0	0.0510189425084	0.0	0.00166870708395
casefamid148	caseindv148	0.0	-0.00638684159896	0.0	0.0
casefamid149	caseindv149	0.0	0.0336699171628	0.0	0.0
casefamid150	caseindv150	0.0	0.00548109187332	0.0	0.0
casefamid151	caseindv151	0.0	0.0510189425084	0.0	0.00333741416789
casefamid152	caseindv152	0.0	0.0510189425084	0.0	0.00333741416789
casefamid153	caseindv153	0.0	0.0414201003477	0.0	0.00166870708395
casefamid154	caseindv154	0.0	-0.0237358669446	0.0	0.00333741416789
casefamid155	caseindv155	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid156	caseindv156	0.0	0.0377876674502	0.0	0.0
casefamid157	caseindv157	0.0	0.0628868759807	0.0	0.00333741416789
casefamid158	caseindv158	0.0	0.0432687593235	0.0	0.0
casefamid159	caseindv159	0.0	-0.00823550057474	0.0	0.0
casefamid160	caseindv160	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid161	caseindv161	0.0	-0.0141370247839	0.0	0.00333741416789
casefamid162	caseindv162	0.0	0.0336699171628	0.0	0.00333741416789
casefamid163	caseindv163	0.0	0.00321200056172	0.0	0.00333741416789
casefamid164	caseindv164	0.0	0.122141319064	0.0	0.00333741416789
casefamid165	caseindv165	0.0	0.0336699171628	0.0	0.00333741416789
casefamid166	caseindv166	0.0	0.00321200056172	0.0	0.00333741416789
casefamid167	caseindv167	0.0	0.0336699171628	0.0	0.0
casefamid168	caseindv168	0.0	0.0377876674502	0.0	0.00333741416789
casefamid169	caseindv169	0.0	0.0910757012702	0.0	0.00166870708395
casefamid170	caseindv170	0.0	0.0628868759807	0.0	0.00333741416789
casefamid171	caseindv171	0.0	0.0455378506351	0.0	0.00333741416789
casefamid172	caseindv172	0.0	0.00136334158595	0.0	0.00333741416789
casefamid173	caseindv173	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid174	caseindv174	0.0	-0.0141370247839	0.0	0.00333741416789
casefamid175	caseindv175	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid176	caseindv176	0.0	-0.00823550057474	0.0	0.00333741416789
casefamid177	caseindv177	0.0	-0.0141370247839	0.0	0.00166870708395
casefamid178	caseindv178	0.0	0.0132312750582	0.0	0.00333741416789
casefamid179	caseindv179	0.0	0.0355185761386	0.0	0.00166870708395
casefamid180	caseindv180	0.0	0.0336699171628	0.0	0.00333741416789
casefamid181	caseindv181	0.0	0.00363243289754	0.0	0.00166870708395
casefamid182	caseindv182	0.0	0.100674543431	0.0	0.00189954309171
casefamid183	caseindv183	0.0	-0.0141370247839	0.0	0.00166870708395
casefamid184	caseindv184	0.0	0.00136334158595	0.0	0.00166870708395
casefamid185	caseindv185	0.0	0.0414201003477	0.0	0.00333741416789
casefamid186	caseindv186	0.0	0.00136334158595	0.0	0.00333741416789
casefamid187	caseindv187	0.0	0.0510189425084	0.0	0.00166870708395
casefamid188	caseindv188	0.0	0.0377876674502	0.0	0.00333741416789
casefamid189	caseindv189	0.0	0.0414201003477	0.0	0.00333741416789
casefamid190	caseindv190	0.0	0.0414201003477	0.0	0.00166870708395
casefamid191	caseindv191	0.0	-0.0237358669446	0.0	0.00166870708395
casefamid192	caseindv192	0.0	0.0606177846691	0.0	0.00333741416789
casefamid193	caseindv193	0.0	0.0414201003477	0.0	0.00166870708395
casefamid194	caseindv194	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid195	caseindv195	0.0	0.00321200056172	0.0	0.00333741416789
casefamid196	caseindv196	0.0	0.00136334158595	0.0	0.00166870708395
casefamid197	caseindv197	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid198	caseindv198	0.0	-0.00823550057474	0.0	0.00333741416789
casefamid199	caseindv199	0.0	-0.0237358669446	0.0	0.00166870708395
casefamid200	caseindv200	0.0	0.00321200056172	0.0	0.00166870708395
casefamid201	caseindv201	0.0	0.0510189425084	0.0	0.00166870708395
casefamid202	caseindv202	0.0	-0.00453818262319	0.0	0.00166870708395
casefamid203	caseindv203	0.0	0.0755753349004	0.0	0.00333741416789
casefamid204	caseindv204	0.0	0.0551366927958	0.0	0.0
casefamid205	caseindv205	0.0	0.0336699171628	0.0	0.00333741416789
casefamid206	caseindv206	0.0	0.0432687593235	0.0	0.00333741416789
casefamid207	caseindv207	0.0	0.0336699171628	0.0	0.0
casefamid208	caseindv208	0.0	0.0432687593235	0.0	0.00166870708395
casefamid209	caseindv209	0.0	0.0432687593235	0.0	0.00333741416789
casefamid210	caseindv210	0.0	0.0606177846691	0.0	0.0
casefamid211	caseindv211	0.0	0.0377876674502	0.0	0.00333741416789
casefamid212	caseindv212	0.0	0.0833255180853	0.0	0.00166870708395
casefamid213	caseindv213	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid214	caseindv214	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid215	caseindv215	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid216	caseindv216	0.0	-0.00453818262319	0.0	0.00333741416789
casefamid217	caseindv217	0.0	-0.00411775028737	0.0	0.00166870708395
casefamid218	caseindv218	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid219	caseindv219	0.0	0.0336699171628	0.0	0.00166870708395
casefamid220	caseindv220	0.0	-0.00226909131159	0.0	0.00166870708395
casefamid221	caseindv221	0.0	0.0528676014842	0.0	0.00166870708395
casefamid222	caseindv222	0.0	0.0510189425084	0.0	0.00333741416789
casefamid223	caseindv223	0.0	0.00136334158595	0.0	0.00333741416789
casefamid224	caseindv224	0.0	0.0473865096109	0.0	0.00166870708395
casefamid225	caseindv225	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid226	caseindv226	0.0	0.00136334158595	0.0	0.00333741416789
casefamid227	caseindv227	0.0	0.0109621837466	0.0	0.0
casefamid228	caseindv228	0.0	0.00136334158595	0.0	0.00166870708395
casefamid229	caseindv229	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid230	caseindv230	0.0	0.0910757012702	0.0	0.00166870708395
casefamid231	caseindv231	0.0	-0.00411775028737	0.0	0.00166870708395
casefamid232	caseindv232	0.0	0.0132312750582	0.0	0.00166870708395
casefamid233	caseindv233	0.0	0.0414201003477	0.0	0.0
casefamid234	caseindv234	0.0	0.0414201003477	0.0	0.00333741416789
casefamid235	caseindv235	0.0	0.0414201003477	0.0	0.00166870708395
casefamid236	caseindv236	0.0	0.100674543431	0.0	0.00333741416789
casefamid237	caseindv237	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid238	caseindv238	0.0	0.0414201003477	0.0	0.00166870708395
casefamid239	caseindv239	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid240	caseindv240	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid241	caseindv241	0.0	0.00363243289754	0.0	0.0
casefamid242	caseindv242	0.0	-0.00411775028737	0.0	0.00166870708395
casefamid243	caseindv243	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid244	caseindv244	0.0	0.0510189425084	0.0	0.00166870708395
casefamid245	caseindv245	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid246	caseindv246	0.0	0.0510189425084	0.0	0.00333741416789
casefamid247	caseindv247	0.0	0.092924360246	0.0	0.00333741416789
casefamid248	caseindv248	0.0	0.0432687593235	0.0	0.00333741416789
casefamid249	caseindv249	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid250	caseindv250	0.0	0.0432687593235	0.0	0.00166870708395
casefamid251	caseindv251	0.0	-0.00823550057474	0.0	0.00333741416789
casefamid252	caseindv252	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid253	caseindv253	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid254	caseindv254	0.0	-0.00638684159896	0.0	0.00166870708395
